~0~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
5501,travelocity,UA-3050-PHX-CLT,Dec 03 - 11:05am,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 4:57pm,Dec 03 - Contact Airline,~Not provided by airline~
5524,travelocity,UA-3099-PHX-PHL,Dec 03 - 11:55am,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 6:17pm,Dec 03 - Contact Airline,~Not provided by airline~
5591,travelocity,UA-2945-PHL-CLT,Dec 03 - 12:00noon,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 1:45pm,Dec 03 - Contact Airline,~Not provided by airline~
5595,mytripandmore,UA-2945-PHL-CLT,Dec 03 - 12:00noon,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 1:45pm,Dec 03 - Contact Airline,~Not provided by airline~
5651,flightview,AA-466-IAH-MIA,6:00 AM_ Dec 03,6:06 AM_ Dec 03,A27,9:20 AM_ Dec 03,9:11 AM_ Dec 03,~Terminal D - D17~
5652,panynj,AA-466-IAH-MIA,6:00 AM_ Dec 03,6:06 AM_ Dec 03,A27,9:20 AM_ Dec 03,9:11 AM_ Dec 03,~Terminal D - D17~
5654,foxbusiness,AA-466-IAH-MIA,6:00 AM_ Dec 03,6:06 AM_ Dec 03,A27,9:20 AM_ Dec 03,9:11 AM_ Dec 03,~Terminal D - D17~
5655,allegiantair,AA-466-IAH-MIA,6:00 AM_ Dec 03,6:06 AM_ Dec 03,A27,9:20 AM_ Dec 03,9:11 AM_ Dec 03,~Terminal D - D17~
5678,travelocity,UA-2906-PHL-MCO,Dec 03 - 3:50pm,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 6:23pm,Dec 03 - Contact Airline,~Not provided by airline~
5682,mytripandmore,UA-2906-PHL-MCO,Dec 03 - 3:50pm,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 6:23pm,Dec 03 - Contact Airline,~Not provided by airline~
5700,travelocity,UA-2830-MCO-CLT,Dec 03 - 3:27pm,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 5:05pm,Dec 03 - Contact Airline,~Not provided by airline~
5745,travelocity,UA-62-IAH-EWR,Dec 03 - 2:30pm,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 7:01pm,Dec 03 - Contact Airline,~Not provided by airline~
5763,flightview,AA-2050-ORD-MIA,10:40 AM_ Dec 03,11:25 AM_ Dec 03,K9,2:45 PM_ Dec 03,3:12 PM_ Dec 03,~Terminal D - D2~
5764,panynj,AA-2050-ORD-MIA,10:40 AM_ Dec 03,11:25 AM_ Dec 03,K9,2:45 PM_ Dec 03,3:12 PM_ Dec 03,~Terminal D - D2~
5766,foxbusiness,AA-2050-ORD-MIA,10:40 AM_ Dec 03,11:25 AM_ Dec 03,K9,2:45 PM_ Dec 03,3:12 PM_ Dec 03,~Terminal D - D2~
5767,allegiantair,AA-2050-ORD-MIA,10:40 AM_ Dec 03,11:25 AM_ Dec 03,K9,2:45 PM_ Dec 03,3:12 PM_ Dec 03,~Terminal D - D2~
5809,flightview,AA-59-JFK-SFO,7:10 AM_ Dec 03,7:32 AM_ Dec 03,~Terminal 8 - 10~,10:45 AM_ Dec 03,10:24 AM_ Dec 03,~Terminal 2 - 58B~
5810,panynj,AA-59-JFK-SFO,7:10 AM_ Dec 03,7:32 AM_ Dec 03,~Terminal 8 - 10~,10:45 AM_ Dec 03,10:24 AM_ Dec 03,~Terminal 2 - 58B~
5812,foxbusiness,AA-59-JFK-SFO,7:10 AM_ Dec 03,7:32 AM_ Dec 03,~Terminal 8 - 10~,10:45 AM_ Dec 03,10:24 AM_ Dec 03,~Terminal 2 - 58B~
5813,allegiantair,AA-59-JFK-SFO,7:10 AM_ Dec 03,7:32 AM_ Dec 03,~Terminal 8 - 10~,10:45 AM_ Dec 03,10:24 AM_ Dec 03,~Terminal 2 - 58B~
5982,flightview,UA-397-JFK-SFO,8:00 AM_ Dec 03,8:14 AM_ Dec 03,10,11:55 AM_ Dec 03,11:08 AM_ Dec 03,~Terminal 3 - 80~
5983,panynj,UA-397-JFK-SFO,8:00 AM_ Dec 03,8:14 AM_ Dec 03,10,11:55 AM_ Dec 03,11:08 AM_ Dec 03,~Terminal 3 - 80~
5985,foxbusiness,UA-397-JFK-SFO,8:00 AM_ Dec 03,8:14 AM_ Dec 03,10,11:55 AM_ Dec 03,11:08 AM_ Dec 03,~Terminal 3 - 80~
5986,allegiantair,UA-397-JFK-SFO,8:00 AM_ Dec 03,8:14 AM_ Dec 03,10,11:55 AM_ Dec 03,11:08 AM_ Dec 03,~Terminal 3 - 80~
6053,flightview,AA-1221-MCO-ORD,8:00 PM_ Dec 03,8:10 PM_ Dec 03,~Terminal A - 15~,9:50 PM_ Dec 03,9:31 PM_ Dec 03,Terminal 3
6054,panynj,AA-1221-MCO-ORD,8:00 PM_ Dec 03,8:10 PM_ Dec 03,~Terminal A - 15~,9:50 PM_ Dec 03,9:31 PM_ Dec 03,Terminal 3
6056,foxbusiness,AA-1221-MCO-ORD,8:00 PM_ Dec 03,8:10 PM_ Dec 03,~Terminal A - 15~,9:50 PM_ Dec 03,9:31 PM_ Dec 03,Terminal 3
6057,allegiantair,AA-1221-MCO-ORD,8:00 PM_ Dec 03,8:10 PM_ Dec 03,~Terminal A - 15~,9:50 PM_ Dec 03,9:31 PM_ Dec 03,Terminal 3
6079,flightview,AA-271-MIA-LAX,11:35 AM_ Dec 03,11:56 AM_ Dec 03,D8,2:25 PM_ Dec 03,2:22 PM_ Dec 03,~Terminal T4 - 46B~
6080,panynj,AA-271-MIA-LAX,11:35 AM_ Dec 03,11:56 AM_ Dec 03,D8,2:25 PM_ Dec 03,2:22 PM_ Dec 03,~Terminal T4 - 46B~
6082,foxbusiness,AA-271-MIA-LAX,11:35 AM_ Dec 03,11:56 AM_ Dec 03,D8,2:25 PM_ Dec 03,2:22 PM_ Dec 03,~Terminal T4 - 46B~
6083,allegiantair,AA-271-MIA-LAX,11:35 AM_ Dec 03,11:56 AM_ Dec 03,D8,2:25 PM_ Dec 03,2:22 PM_ Dec 03,~Terminal T4 - 46B~
6128,flightview,AA-2525-DFW-MIA,7:25 AM_ Dec 03,8:04 AM_ Dec 03,D25,11:10 AM_ Dec 03,11:28 AM_ Dec 03,~Terminal D - D3~
6129,panynj,AA-2525-DFW-MIA,7:25 AM_ Dec 03,8:04 AM_ Dec 03,D25,11:10 AM_ Dec 03,11:28 AM_ Dec 03,~Terminal D - D3~
6131,foxbusiness,AA-2525-DFW-MIA,7:25 AM_ Dec 03,8:04 AM_ Dec 03,D25,11:10 AM_ Dec 03,11:28 AM_ Dec 03,~Terminal D - D3~
6132,allegiantair,AA-2525-DFW-MIA,7:25 AM_ Dec 03,8:04 AM_ Dec 03,D25,11:10 AM_ Dec 03,11:28 AM_ Dec 03,~Terminal D - D3~
6152,flightview,AA-1664-MIA-ATL,10:15 AM_ Dec 03,10:36 AM_ Dec 03,~Terminal D - D17~,12:10 PM_ Dec 03,12:08 PM_ Dec 03,T11
6153,panynj,AA-1664-MIA-ATL,10:15 AM_ Dec 03,10:36 AM_ Dec 03,~Terminal D - D17~,12:10 PM_ Dec 03,12:08 PM_ Dec 03,T11
6155,foxbusiness,AA-1664-MIA-ATL,10:15 AM_ Dec 03,10:36 AM_ Dec 03,~Terminal D - D17~,12:10 PM_ Dec 03,12:08 PM_ Dec 03,T11
6156,allegiantair,AA-1664-MIA-ATL,10:15 AM_ Dec 03,10:36 AM_ Dec 03,~Terminal D - D17~,12:10 PM_ Dec 03,12:08 PM_ Dec 03,T11
6200,flightview,AA-484-DFW-MIA,4:15 PM_ Dec 03,4:42 PM_ Dec 03,D16,7:55 PM_ Dec 03,8:17 PM_ Dec 03,~Terminal D - D4~
6201,panynj,AA-484-DFW-MIA,4:15 PM_ Dec 03,4:42 PM_ Dec 03,D16,7:55 PM_ Dec 03,8:17 PM_ Dec 03,~Terminal D - D4~
6203,foxbusiness,AA-484-DFW-MIA,4:15 PM_ Dec 03,4:42 PM_ Dec 03,D16,7:55 PM_ Dec 03,8:17 PM_ Dec 03,~Terminal D - D4~
6204,allegiantair,AA-484-DFW-MIA,4:15 PM_ Dec 03,4:42 PM_ Dec 03,D16,7:55 PM_ Dec 03,8:17 PM_ Dec 03,~Terminal D - D4~
6250,flightview,UA-2726-FLL-PHL,4:00 PM_ Dec 03,4:12 PM_ Dec 03,~Terminal 3 - E3~,6:46 PM_ Dec 03,6:46 PM_ Dec 03,B9
6251,panynj,UA-2726-FLL-PHL,4:00 PM_ Dec 03,4:12 PM_ Dec 03,~Terminal 3 - E3~,6:46 PM_ Dec 03,6:46 PM_ Dec 03,B9
6253,foxbusiness,UA-2726-FLL-PHL,4:00 PM_ Dec 03,4:12 PM_ Dec 03,~Terminal 3 - E3~,6:46 PM_ Dec 03,6:46 PM_ Dec 03,B9
6254,allegiantair,UA-2726-FLL-PHL,4:00 PM_ Dec 03,4:12 PM_ Dec 03,~Terminal 3 - E3~,6:46 PM_ Dec 03,6:46 PM_ Dec 03,B9
6256,travelocity,UA-2726-FLL-PHL,Dec 03 - 4:00pm,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 6:46pm,Dec 03 - Contact Airline,~Not provided by airline~
6276,flightview,AA-3809-PHX-LAX,6:00 AM_ Dec 03,6:08 AM_ Dec 03,~Terminal 3 - 2~,6:40 AM_ Dec 03,6:18 AM_ Dec 03,~Terminal T4 - 44J~
6277,panynj,AA-3809-PHX-LAX,6:00 AM_ Dec 03,6:08 AM_ Dec 03,~Terminal 3 - 2~,6:40 AM_ Dec 03,6:18 AM_ Dec 03,~Terminal T4 - 44J~
6279,foxbusiness,AA-3809-PHX-LAX,6:00 AM_ Dec 03,6:08 AM_ Dec 03,~Terminal 3 - 2~,6:40 AM_ Dec 03,6:18 AM_ Dec 03,~Terminal T4 - 44J~
6280,allegiantair,AA-3809-PHX-LAX,6:00 AM_ Dec 03,6:08 AM_ Dec 03,~Terminal 3 - 2~,6:40 AM_ Dec 03,6:18 AM_ Dec 03,~Terminal T4 - 44J~
6348,flightview,AA-1165-JFK-MIA,6:59 AM_ Dec 03,7:15 AM_ Dec 03,~Terminal 8 - 36~,10:34 AM_ Dec 03,9:44 AM_ Dec 03,~Terminal D - D25~
6349,panynj,AA-1165-JFK-MIA,6:59 AM_ Dec 03,7:15 AM_ Dec 03,~Terminal 8 - 36~,10:34 AM_ Dec 03,9:44 AM_ Dec 03,~Terminal D - D25~
6351,foxbusiness,AA-1165-JFK-MIA,6:59 AM_ Dec 03,7:15 AM_ Dec 03,~Terminal 8 - 36~,10:34 AM_ Dec 03,9:44 AM_ Dec 03,~Terminal D - D25~
6352,allegiantair,AA-1165-JFK-MIA,6:59 AM_ Dec 03,7:15 AM_ Dec 03,~Terminal 8 - 36~,10:34 AM_ Dec 03,9:44 AM_ Dec 03,~Terminal D - D25~
6373,flightview,AA-415-BOS-ORD,8:35 AM_ Dec 03,8:48 AM_ Dec 03,~Terminal B - 36~,10:40 AM_ Dec 03,10:07 AM_ Dec 03,K5
6374,panynj,AA-415-BOS-ORD,8:35 AM_ Dec 03,8:48 AM_ Dec 03,~Terminal B - 36~,10:40 AM_ Dec 03,10:07 AM_ Dec 03,K5
6376,foxbusiness,AA-415-BOS-ORD,8:35 AM_ Dec 03,8:48 AM_ Dec 03,~Terminal B - 36~,10:40 AM_ Dec 03,10:07 AM_ Dec 03,K5
6377,allegiantair,AA-415-BOS-ORD,8:35 AM_ Dec 03,8:48 AM_ Dec 03,~Terminal B - 36~,10:40 AM_ Dec 03,10:07 AM_ Dec 03,K5
6462,flightview,AA-400-DFW-JFK,10:40 AM_ Dec 03,11:00 AM_ Dec 03,C4,2:59 PM_ Dec 03,3:11 PM_ Dec 03,~Terminal 8 - 44~
6463,panynj,AA-400-DFW-JFK,10:40 AM_ Dec 03,11:00 AM_ Dec 03,C4,2:59 PM_ Dec 03,3:11 PM_ Dec 03,~Terminal 8 - 44~
6465,foxbusiness,AA-400-DFW-JFK,10:40 AM_ Dec 03,11:00 AM_ Dec 03,C4,2:59 PM_ Dec 03,3:11 PM_ Dec 03,~Terminal 8 - 44~
6466,allegiantair,AA-400-DFW-JFK,10:40 AM_ Dec 03,11:00 AM_ Dec 03,C4,2:59 PM_ Dec 03,3:11 PM_ Dec 03,~Terminal 8 - 44~
6489,flightview,AA-643-MIA-ORD,7:10 AM_ Dec 03,7:23 AM_ Dec 03,~Terminal D - D3~,9:35 AM_ Dec 03,9:20 AM_ Dec 03,K16
6490,panynj,AA-643-MIA-ORD,7:10 AM_ Dec 03,7:23 AM_ Dec 03,~Terminal D - D3~,9:35 AM_ Dec 03,9:20 AM_ Dec 03,K16
6492,foxbusiness,AA-643-MIA-ORD,7:10 AM_ Dec 03,7:23 AM_ Dec 03,~Terminal D - D3~,9:35 AM_ Dec 03,9:20 AM_ Dec 03,K16
6493,allegiantair,AA-643-MIA-ORD,7:10 AM_ Dec 03,7:23 AM_ Dec 03,~Terminal D - D3~,9:35 AM_ Dec 03,9:20 AM_ Dec 03,K16
6539,flightview,UA-257-JFK-SFO,2:30 PM_ Dec 03,2:44 PM_ Dec 03,12,6:07 PM_ Dec 03,5:34 PM_ Dec 03,~Terminal 3 - 80~
6540,panynj,UA-257-JFK-SFO,2:30 PM_ Dec 03,2:44 PM_ Dec 03,12,6:07 PM_ Dec 03,5:34 PM_ Dec 03,~Terminal 3 - 80~
6542,foxbusiness,UA-257-JFK-SFO,2:30 PM_ Dec 03,2:44 PM_ Dec 03,12,6:07 PM_ Dec 03,5:34 PM_ Dec 03,~Terminal 3 - 80~
6543,allegiantair,UA-257-JFK-SFO,2:30 PM_ Dec 03,2:44 PM_ Dec 03,12,6:07 PM_ Dec 03,5:34 PM_ Dec 03,~Terminal 3 - 80~
6674,flightview,AA-404-MIA-MCO,6:45 AM_ Dec 03,7:00 AM_ Dec 03,~Terminal E - E5~,7:45 AM_ Dec 03,7:37 AM_ Dec 03,16
6675,panynj,AA-404-MIA-MCO,6:45 AM_ Dec 03,7:00 AM_ Dec 03,~Terminal E - E5~,7:45 AM_ Dec 03,7:37 AM_ Dec 03,16
6677,foxbusiness,AA-404-MIA-MCO,6:45 AM_ Dec 03,7:00 AM_ Dec 03,~Terminal E - E5~,7:45 AM_ Dec 03,7:37 AM_ Dec 03,16
6678,allegiantair,AA-404-MIA-MCO,6:45 AM_ Dec 03,7:00 AM_ Dec 03,~Terminal E - E5~,7:45 AM_ Dec 03,7:37 AM_ Dec 03,16
6793,aa,~AA-3-JFK-LAX~,12/03/2011 12:00 PM,12/03/2011 12:10 PM,42,12/03/2011 03:15 PM,12/03/2011 02:54 PM,46A
6794,flightexplorer,~AA-3-JFK-LAX~,,12/3/2011 12:11PM EST,,,12/3/2011 2:49PM PST,
6795,airtravelcenter,~AA-3-JFK-LAX~,,12/3/11 12:11 PM (-05:00),,,12/3/11 2:49 PM (-08:00),
6796,myrateplan,~AA-3-JFK-LAX~,,12/3/11 12:11 PM (-05:00),,,12/3/11 2:49 PM (-08:00),
6797,helloflight,~AA-3-JFK-LAX~,,12/3/11 12:11 PM (-05:00),,,12/3/11 2:49 PM (-08:00),
6798,flytecomm,~AA-3-JFK-LAX~,,12/3/11 12:11 PM (-05:00),,,12/3/11 2:49 PM (-08:00),
6799,flightaware,~AA-3-JFK-LAX~,2011-12-03 12:00PM EST,2011-12-03 12:10PM EST,42,2011-12-03 02:45PM PST,2011-12-03 02:49PM PST,46A
6800,wunderground,~AA-3-JFK-LAX~,2011-12-03 12:00PM EST,2011-12-03 12:10PM EST,42,2011-12-03 02:45PM PST,2011-12-03 02:49PM PST,46A
6801,flights,~AA-3-JFK-LAX~,12:00 PM  Sat 03-Dec-2011,12:10 PM  Sat 03-Dec-2011,C42,03:15 PM  Sat 03-Dec-2011,02:54 PM  Sat 03-Dec-2011,46A
6802,businesstravellogue,~AA-3-JFK-LAX~,12:00 PM  Sat 03-Dec-2011,12:10 PM  Sat 03-Dec-2011,C42,03:15 PM  Sat 03-Dec-2011,02:54 PM  Sat 03-Dec-2011,46A
6803,flylouisville,~AA-3-JFK-LAX~,12:00 PM  Sat 03-Dec-2011,12:10 PM  Sat 03-Dec-2011,C42,03:15 PM  Sat 03-Dec-2011,02:54 PM  Sat 03-Dec-2011,46A
6804,flightstats,~AA-3-JFK-LAX~,2011-12-03 12:00 PM,2011-12-03 12:10 PM,,2011-12-03 3:15 PM,2011-12-03 2:54 PM,
6805,quicktrip,~AA-3-JFK-LAX~,2011-12-03 12:00 PM,2011-12-03 12:10 PM,,2011-12-03 3:15 PM,2011-12-03 2:54 PM,
6806,world-flight-tracker,~AA-3-JFK-LAX~,2011-12-03 12:00 PM,2011-12-03 12:10 PM,,2011-12-03 3:15 PM,2011-12-03 2:54 PM,
6807,flightview,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,~Terminal 8 - 42~,3:15 PM_ Dec 03,2:54 PM_ Dec 03,~Terminal T4 - 46A~
6808,panynj,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,~Terminal 8 - 42~,3:15 PM_ Dec 03,2:54 PM_ Dec 03,~Terminal T4 - 46A~
6809,gofox,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,,3:15 PM_ Dec 03,2:54 PM_ Dec 03,
6810,foxbusiness,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,~Terminal 8 - 42~,3:15 PM_ Dec 03,2:54 PM_ Dec 03,~Terminal T4 - 46A~
6811,allegiantair,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,~Terminal 8 - 42~,3:15 PM_ Dec 03,2:54 PM_ Dec 03,~Terminal T4 - 46A~
6812,boston,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,,3:15 PM_ Dec 03,2:46 PM_ Dec 03,
6813,travelocity,~AA-3-JFK-LAX~,Dec 03 - 12:00noon,Dec 03 - 11:53am,42/8,Dec 03 - 3:15pm,Dec 03 - 2:54pm,46A/T4
6814,orbitz,~AA-3-JFK-LAX~,12:00pDec 3,11:53aDec 3,42,3:15pDec 3,2:54pDec 3,46A
6815,weather,~AA-3-JFK-LAX~,2011-12-03 12:00 PM,2011-12-03 12:11 PM,,2011-12-03 03:15 PM,2011-12-03 02:49 PM,
6816,ifly,~AA-3-JFK-LAX~,2011-12-03 12:00 PM,2011-12-03 12:10 PM,,2011-12-03 3:15 PM,2011-12-03 2:54 PM,
6817,mytripandmore,~AA-3-JFK-LAX~,12:00pDec 3,11:53aDec 3,42,3:15pDec 3,2:54pDec 3,46A
6818,flightarrival,~AA-3-JFK-LAX~,12:00 PM_ Dec 03,12:11 PM_ Dec 03,,3:15 PM_ Dec 03,2:46 PM_ Dec 03,
6832,flightview,AA-431-MIA-SFO,8:35 AM_ Dec 03,8:43 AM_ Dec 03,D40,11:50 AM_ Dec 03,11:19 AM_ Dec 03,~Terminal 2 - 57~
6833,panynj,AA-431-MIA-SFO,8:35 AM_ Dec 03,8:43 AM_ Dec 03,D40,11:50 AM_ Dec 03,11:19 AM_ Dec 03,~Terminal 2 - 57~
6835,foxbusiness,AA-431-MIA-SFO,8:35 AM_ Dec 03,8:43 AM_ Dec 03,D40,11:50 AM_ Dec 03,11:19 AM_ Dec 03,~Terminal 2 - 57~
6836,allegiantair,AA-431-MIA-SFO,8:35 AM_ Dec 03,8:43 AM_ Dec 03,D40,11:50 AM_ Dec 03,11:19 AM_ Dec 03,~Terminal 2 - 57~
6883,flightview,AA-85-JFK-SFO,3:05 PM_ Dec 03,3:20 PM_ Dec 03,~Terminal 8 - 6~,6:30 PM_ Dec 03,6:11 PM_ Dec 03,~Terminal 2 - 57~
6884,panynj,AA-85-JFK-SFO,3:05 PM_ Dec 03,3:20 PM_ Dec 03,~Terminal 8 - 6~,6:30 PM_ Dec 03,6:11 PM_ Dec 03,~Terminal 2 - 57~
6886,foxbusiness,AA-85-JFK-SFO,3:05 PM_ Dec 03,3:20 PM_ Dec 03,~Terminal 8 - 6~,6:30 PM_ Dec 03,6:11 PM_ Dec 03,~Terminal 2 - 57~
6887,allegiantair,AA-85-JFK-SFO,3:05 PM_ Dec 03,3:20 PM_ Dec 03,~Terminal 8 - 6~,6:30 PM_ Dec 03,6:11 PM_ Dec 03,~Terminal 2 - 57~
6988,flightview,AA-4277-CVG-JFK,12:10 PM_ Dec 03,12:17 PM_ Dec 03,Terminal 2,2:15 PM_ Dec 03,2:03 PM_ Dec 03,~Terminal 8 - 32H~
6989,panynj,AA-4277-CVG-JFK,12:10 PM_ Dec 03,12:17 PM_ Dec 03,Terminal 2,2:15 PM_ Dec 03,2:03 PM_ Dec 03,~Terminal 8 - 32H~
6991,foxbusiness,AA-4277-CVG-JFK,12:10 PM_ Dec 03,12:17 PM_ Dec 03,Terminal 2,2:15 PM_ Dec 03,2:03 PM_ Dec 03,~Terminal 8 - 32H~
6992,allegiantair,AA-4277-CVG-JFK,12:10 PM_ Dec 03,12:17 PM_ Dec 03,Terminal 2,2:15 PM_ Dec 03,2:03 PM_ Dec 03,~Terminal 8 - 32H~
7067,flightview,AA-1917-JFK-MCO,2:55 PM_ Dec 03,3:08 PM_ Dec 03,~Terminal 8 - 45~,5:55 PM_ Dec 03,5:19 PM_ Dec 03,16
7068,panynj,AA-1917-JFK-MCO,2:55 PM_ Dec 03,3:08 PM_ Dec 03,~Terminal 8 - 45~,5:55 PM_ Dec 03,5:19 PM_ Dec 03,16
7070,foxbusiness,AA-1917-JFK-MCO,2:55 PM_ Dec 03,3:08 PM_ Dec 03,~Terminal 8 - 45~,5:55 PM_ Dec 03,5:19 PM_ Dec 03,16
7071,allegiantair,AA-1917-JFK-MCO,2:55 PM_ Dec 03,3:08 PM_ Dec 03,~Terminal 8 - 45~,5:55 PM_ Dec 03,5:19 PM_ Dec 03,16
7095,travelocity,UA-2704-DTW-PHX,Dec 03 - 11:15am,Dec 03 - Contact Airline,~Not provided by airline~,Dec 03 - 1:40pm,Dec 03 - Contact Airline,~Not provided by airline~
7246,flightview,UA-828-SFO-ORD,10:59 PM_ Dec 03,,~Terminal 3 - 74~,5:14 AM_ Dec 04,,C29
7247,panynj,UA-828-SFO-ORD,10:59 PM_ Dec 03,,~Terminal 3 - 74~,5:14 AM_ Dec 04,,C29
7249,foxbusiness,UA-828-SFO-ORD,10:59 PM_ Dec 03,,~Terminal 3 - 74~,5:14 AM_ Dec 04,,C29
7250,allegiantair,UA-828-SFO-ORD,10:59 PM_ Dec 03,,~Terminal 3 - 74~,5:14 AM_ Dec 04,,C29
7340,travelocity,UA-2708-EWR-CLT,Dec 04 - 2:55pm,Dec 04 - Contact Airline,~Not provided by airline~,Dec 04 - 4:53pm,Dec 04 - Contact Airline,~Not provided by airline~
7380,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 04,,H17,3:50 PM_ Dec 04,,~Terminal A - 7~
7381,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 04,,H17,3:50 PM_ Dec 04,,~Terminal A - 7~
7383,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 04,,H17,3:50 PM_ Dec 04,,~Terminal A - 7~
7384,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 04,,H17,3:50 PM_ Dec 04,,~Terminal A - 7~
7505,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 04,7:24 AM_ Dec 04,~Terminal T4 - 47A~,3:30 PM_ Dec 04,3:08 PM_ Dec 04,~Terminal B - B34~
7506,panynj,AA-222-LAX-BOS,7:10 AM_ Dec 04,7:24 AM_ Dec 04,~Terminal T4 - 47A~,3:30 PM_ Dec 04,3:08 PM_ Dec 04,~Terminal B - B34~
7508,foxbusiness,AA-222-LAX-BOS,7:10 AM_ Dec 04,7:24 AM_ Dec 04,~Terminal T4 - 47A~,3:30 PM_ Dec 04,3:08 PM_ Dec 04,~Terminal B - B34~
7509,allegiantair,AA-222-LAX-BOS,7:10 AM_ Dec 04,7:24 AM_ Dec 04,~Terminal T4 - 47A~,3:30 PM_ Dec 04,3:08 PM_ Dec 04,~Terminal B - B34~
7530,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 04,7:09 AM_ Dec 04,Terminal 2,9:55 AM_ Dec 04,9:41 AM_ Dec 04,~Terminal D - D60~
7531,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 04,7:09 AM_ Dec 04,Terminal 2,9:55 AM_ Dec 04,9:41 AM_ Dec 04,~Terminal D - D60~
7533,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 04,7:09 AM_ Dec 04,Terminal 2,9:55 AM_ Dec 04,9:41 AM_ Dec 04,~Terminal D - D60~
7534,allegiantair,AA-3468-CVG-MIA,7:00 AM_ Dec 04,7:09 AM_ Dec 04,Terminal 2,9:55 AM_ Dec 04,9:41 AM_ Dec 04,~Terminal D - D60~
7580,flightview,AA-518-MIA-JFK,6:30 AM_ Dec 04,7:02 AM_ Dec 04,~Terminal D - D1~,9:15 AM_ Dec 04,9:31 AM_ Dec 04,~Terminal 8 - 3~
7581,panynj,AA-518-MIA-JFK,6:30 AM_ Dec 04,7:02 AM_ Dec 04,~Terminal D - D1~,9:15 AM_ Dec 04,9:31 AM_ Dec 04,~Terminal 8 - 3~
7583,foxbusiness,AA-518-MIA-JFK,6:30 AM_ Dec 04,7:02 AM_ Dec 04,~Terminal D - D1~,9:15 AM_ Dec 04,9:31 AM_ Dec 04,~Terminal 8 - 3~
7584,allegiantair,AA-518-MIA-JFK,6:30 AM_ Dec 04,7:02 AM_ Dec 04,~Terminal D - D1~,9:15 AM_ Dec 04,9:31 AM_ Dec 04,~Terminal 8 - 3~
7666,travelocity,UA-37-EDI-EWR,Dec 04 - 9:05am,Dec 04 - Contact Airline,~Not provided by airline~,Dec 04 - 11:53am,Dec 04 - Contact Airline,~Not provided by airline~
7689,travelocity,UA-3050-PHX-CLT,Dec 04 - 11:05am,Dec 04 - Contact Airline,~Not provided by airline~,Dec 04 - 4:57pm,Dec 04 - Contact Airline,~Not provided by airline~
7712,travelocity,UA-3099-PHX-PHL,Dec 04 - 11:55am,Dec 04 - Contact Airline,~Not provided by airline~,Dec 04 - 6:17pm,Dec 04 - Contact Airline,~Not provided by airline~
7750,flightview,CO-1023-IAH-DEN,11:40 AM_ Dec 04,,Term C - E9,1:16 PM_ Dec 04,1:06 PM_ Dec 04,~Terminal Conc B - B18~
7751,panynj,CO-1023-IAH-DEN,11:40 AM_ Dec 04,,Term C - E9,1:16 PM_ Dec 04,1:06 PM_ Dec 04,~Terminal Conc B - B18~
7753,foxbusiness,CO-1023-IAH-DEN,11:40 AM_ Dec 04,,Term C - E9,1:16 PM_ Dec 04,1:06 PM_ Dec 04,~Terminal Conc B - B18~
7754,allegiantair,CO-1023-IAH-DEN,11:40 AM_ Dec 04,,Term C - E9,1:16 PM_ Dec 04,1:06 PM_ Dec 04,~Terminal Conc B - B18~
7856,flightview,AA-466-IAH-MIA,6:00 AM_ Dec 04,6:06 AM_ Dec 04,A27,9:20 AM_ Dec 04,9:06 AM_ Dec 04,~Terminal D - D15~
7857,panynj,AA-466-IAH-MIA,6:00 AM_ Dec 04,6:06 AM_ Dec 04,A27,9:20 AM_ Dec 04,9:06 AM_ Dec 04,~Terminal D - D15~
7859,foxbusiness,AA-466-IAH-MIA,6:00 AM_ Dec 04,6:06 AM_ Dec 04,A27,9:20 AM_ Dec 04,9:06 AM_ Dec 04,~Terminal D - D15~
