~~0~~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
~~2596~~,flights,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,
~~2597~~,businesstravellogue,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,
~~2598~~,flylouisville,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,
~~2599~~,flightstats,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,
~~2600~~,quicktrip,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,
~~2601~~,flightview,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,
~~2602~~,panynj,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,
~~2603~~,gofox,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,
~~2604~~,foxbusiness,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,
~~2605~~,allegiantair,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,
~~2606~~,boston,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:39 AMDec 02,
~~2607~~,travelocity,UA-3925-IAD-ORF,Dec 02 - Not Available,Dec 02 - 8:59am,A2A,Dec 02 - Not Available,Dec 02 - 9:42am,CHK
~~2608~~,orbitz,UA-3925-IAD-ORF,8:41aDec 2,~~,-,9:54aDec 2,~~,-
~~2609~~,weather,UA-3925-IAD-ORF,2011-12-02 08:41 AM,~~,,2011-12-02 09:54 AM,~~,
~~2610~~,ifly,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,
~~2611~~,usatoday,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:39 AMDec 02,
~~2612~~,flightarrival,UA-3925-IAD-ORF,2011-12-02 08:41 AM,~~,,2011-12-02 09:54 AM,~~,
~~2613~~,aa,AA-649-ORD-SNA,12/02/2011 01:30 PM,~~,H8,12/02/2011 03:50 PM,~~,~7~
~~2614~~,flightexplorer,AA-649-ORD-SNA,12/2/2011 1:46PM CST,~~,,12/2/2011 3:43PM PST,~~,
~~2615~~,airtravelcenter,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),
~~2616~~,myrateplan,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),
~~2617~~,helloflight,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),
~~2618~~,flytecomm,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),
~~2619~~,flightaware,AA-649-ORD-SNA,2011-12-02 01:30PM CST,2011-12-02 01:46PM CST,H8,2011-12-02 03:27PM PST,2011-12-02 03:43PM PST,~7~
~~2620~~,wunderground,AA-649-ORD-SNA,2011-12-02 01:30PM CST,2011-12-02 01:46PM CST,H8,2011-12-02 03:27PM PST,2011-12-02 03:43PM PST,~7~
~~2621~~,flights,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,~~,H8,03:50 PM  Fri 02-Dec-2011,~~,~7~
~~2622~~,businesstravellogue,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,~~,H8,03:50 PM  Fri 02-Dec-2011,~~,~7~
~~2623~~,flylouisville,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,~~,H8,03:50 PM  Fri 02-Dec-2011,~~,~7~
~~2624~~,world-flight-tracker,AA-649-ORD-SNA,2011-12-02 1:30 PM,2011-12-02 1:46 PM (Estimated runway),,2011-12-02 3:50 PM,2011-12-02 3:46 PM (Estimated),
~~2625~~,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 02,~~,H8,3:50 PM_ Dec 02,~~,Terminal A - 7
~~2626~~,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 02,~~,H8,3:50 PM_ Dec 02,~~,Terminal A - 7
~~2627~~,gofox,AA-649-ORD-SNA,1:30 PM_ Dec 02,~~,,3:50 PM_ Dec 02,~~,
~~2628~~,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 02,~~,H8,3:50 PM_ Dec 02,~~,Terminal A - 7
~~2629~~,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 02,~~,H8,3:50 PM_ Dec 02,~~,Terminal A - 7
~~2630~~,boston,AA-649-ORD-SNA,1:30 PM_ Dec 02,1:30 PM_ Dec 02&nbsp(Estimated),,3:50 PM_ Dec 02,3:43 PM_ Dec 02&nbsp(Estimated),
~~2631~~,travelocity,AA-649-ORD-SNA,Dec 02 - 1:30pm,Dec 02 - 1:25pm,H8/T3,Dec 02 - 3:50pm,Dec 02 - 3:46pm,~7~
~~2632~~,orbitz,AA-649-ORD-SNA,1:30pDec 2,1:25pDec 2,H8,3:42pDec 2,~~,~7~
~~2633~~,weather,AA-649-ORD-SNA,2011-12-02 01:30 PM,2011-12-02 01:46 PM,,2011-12-02 03:50 PM,2011-12-02 03:43 PM,
~~2634~~,usatoday,AA-649-ORD-SNA,1:30 PM_ Dec 02,1:30 PM_ Dec 02&nbsp(Estimated),,3:50 PM_ Dec 02,3:43 PM_ Dec 02&nbsp(Estimated),
~~2635~~,flightwise,AA-649-ORD-SNA,2011-12-02 01:30PM CST,2011-12-02 01:46PM CST,H8,2011-12-02 03:27PM PST,2011-12-02 03:43PM PST,~7~
~~2636~~,ua,UA-382-IAD-LAX,Fri_ Dec 2 12:40 PM,Fri_ Dec 2 12:41 PM            Delayed,C17,Fri_ Dec 2 3:29 PM,Fri_ Dec 2 3:20 PM,75B
~~2637~~,ua,UA-382-IAD-LAX,Fri_ Dec 2 12:40 PM,Fri_ Dec 2 12:41 PM            Delayed,C17,Fri_ Dec 2 3:29 PM,Fri_ Dec 2 3:20 PM,75B
~~2638~~,ua,UA-382-IAD-LAX,Fri_ Dec 2 12:40 PM,Fri_ Dec 2 12:41 PM            Delayed,C17,Fri_ Dec 2 3:29 PM,Fri_ Dec 2 3:24 PM,75B
~~2639~~,ua,UA-382-IAD-LAX,Fri_ Dec 2 12:40 PM,Fri_ Dec 2 12:41 PM            Delayed,C17,Fri_ Dec 2 3:29 PM,Fri_ Dec 2 3:24 PM,75B
~~2640~~,flightexplorer,UA-382-IAD-LAX,,12/2/2011 12:55PM EST,,,12/2/2011 3:21PM PST,
~~2641~~,flightexplorer,UA-382-IAD-LAX,,12/2/2011 12:55PM EST,,,12/2/2011 3:21PM PST,
~~2642~~,flightexplorer,UA-382-IAD-LAX,,12/2/2011 12:55PM EST,,,12/2/2011 3:11PM PST,
~~2643~~,flightexplorer,UA-382-IAD-LAX,,12/2/2011 12:55PM EST,,,12/2/2011 3:11PM PST,
~~2644~~,airtravelcenter,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2645~~,airtravelcenter,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2646~~,airtravelcenter,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2647~~,airtravelcenter,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2648~~,myrateplan,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2649~~,myrateplan,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2650~~,myrateplan,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2651~~,myrateplan,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2652~~,helloflight,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2653~~,helloflight,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2654~~,helloflight,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2655~~,helloflight,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2656~~,flytecomm,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2657~~,flytecomm,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:21 PM (-08:00),
~~2658~~,flytecomm,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2659~~,flytecomm,UA-382-IAD-LAX,,12/2/11 12:55 PM (-05:00),,,12/2/11 3:28 PM (-08:00),
~~2660~~,flightaware,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:54PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:17PM PST,75B
~~2661~~,flightaware,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:54PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:17PM PST,75B
~~2662~~,flightaware,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:55PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:11PM PST,75B
~~2663~~,flightaware,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:55PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:11PM PST,75B
~~2664~~,wunderground,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:54PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:17PM PST,75B
~~2665~~,wunderground,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:54PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:17PM PST,75B
~~2666~~,wunderground,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:55PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:11PM PST,75B
~~2667~~,wunderground,UA-382-IAD-LAX,2011-12-02 12:40PM EST,2011-12-02 12:55PM EST,C17,2011-12-02 03:09PM PST,2011-12-02 03:11PM PST,75B
~~2668~~,flights,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2669~~,flights,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2670~~,flights,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2671~~,flights,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2672~~,businesstravellogue,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2673~~,businesstravellogue,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2674~~,businesstravellogue,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2675~~,businesstravellogue,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2676~~,flylouisville,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2677~~,flylouisville,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:29 PM,75B
~~2678~~,flylouisville,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2679~~,flylouisville,UA-382-IAD-LAX,,2011-12-02 12:41 PM,C17,,2011-12-02 03:24 PM,75B
~~2680~~,flightstats,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2681~~,flightstats,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2682~~,quicktrip,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2683~~,quicktrip,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2684~~,flightview,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2685~~,flightview,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2686~~,flightview,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2687~~,flightview,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2688~~,panynj,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2689~~,panynj,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2690~~,panynj,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2691~~,panynj,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2692~~,gofox,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2693~~,gofox,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2694~~,gofox,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2695~~,gofox,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2696~~,foxbusiness,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2697~~,foxbusiness,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2698~~,foxbusiness,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2699~~,foxbusiness,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2700~~,allegiantair,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2701~~,allegiantair,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:24 PMDec 02,
~~2702~~,allegiantair,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2703~~,allegiantair,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:20 PMDec 02,
~~2704~~,boston,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:09 PMDec 02,
~~2705~~,boston,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:09 PMDec 02,
~~2706~~,boston,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:18 PMDec 02,
~~2707~~,boston,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:18 PMDec 02,
~~2708~~,orbitz,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:29pDec 2,3:24pDec 2,75B
~~2709~~,orbitz,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:29pDec 2,3:24pDec 2,75B
~~2710~~,orbitz,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:11pDec 2,~~,75B
~~2711~~,orbitz,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:11pDec 2,~~,75B
~~2712~~,ifly,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2713~~,ifly,UA-382-IAD-LAX,2011-12-02 12:40 PM,2011-12-02 12:41 PM,,2011-12-02 3:29 PM,2011-12-02 3:24 PM,
~~2714~~,usatoday,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:09 PMDec 02,
~~2715~~,usatoday,UA-382-IAD-LAX,,12:55 PMDec 02,,,3:09 PMDec 02,
~~2716~~,mytripandmore,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:11pDec 2,~~,75B
~~2717~~,mytripandmore,UA-382-IAD-LAX,12:40pDec 2,12:41pDec 2,C17,3:11pDec 2,~~,75B
~~2718~~,aa,AA-3063-SLC-LAX,12/02/2011 08:20 PM,12/02/2011 08:39 PM,A3,12/02/2011 09:20 PM,~~,44H
~~2719~~,airtravelcenter,AA-3063-SLC-LAX,,12/2/11 8:38 PM (-07:00),,,12/2/11 9:11 PM (-08:00),
~~2720~~,myrateplan,AA-3063-SLC-LAX,,12/2/11 8:38 PM (-07:00),,,12/2/11 9:11 PM (-08:00),
~~2721~~,helloflight,AA-3063-SLC-LAX,,12/2/11 8:38 PM (-07:00),,,12/2/11 9:11 PM (-08:00),
~~2722~~,flytecomm,AA-3063-SLC-LAX,,12/2/11 8:38 PM (-07:00),,,12/2/11 9:11 PM (-08:00),
~~2723~~,flightaware,AA-3063-SLC-LAX,2011-12-02 08:20PM MST,2011-12-02 08:40PM MST,A3,2011-12-02 09:10PM PST,2011-12-02 09:09PM PST,44H
~~2724~~,wunderground,AA-3063-SLC-LAX,2011-12-02 08:20PM MST,2011-12-02 08:40PM MST,A3,2011-12-02 09:10PM PST,2011-12-02 09:09PM PST,44H
~~2725~~,flights,AA-3063-SLC-LAX,,2011-12-02 08:39 PM,A3,,2011-12-02 09:20 PM,44H
~~2726~~,businesstravellogue,AA-3063-SLC-LAX,,2011-12-02 08:39 PM,A3,,2011-12-02 09:20 PM,44H
~~2727~~,flylouisville,AA-3063-SLC-LAX,,2011-12-02 08:39 PM,A3,,2011-12-02 09:20 PM,44H
~~2728~~,flightstats,AA-3063-SLC-LAX,2011-12-02 8:20 PM,2011-12-02 8:39 PM,,2011-12-02 9:20 PM,2011-12-02 9:20 PM (Estimated),
~~2729~~,quicktrip,AA-3063-SLC-LAX,2011-12-02 8:20 PM,2011-12-02 8:39 PM,,2011-12-02 9:20 PM,2011-12-02 9:20 PM (Estimated),
~~2730~~,flightview,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2731~~,panynj,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2732~~,gofox,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2733~~,foxbusiness,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2734~~,allegiantair,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2735~~,boston,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2736~~,travelocity,AA-3063-SLC-LAX,Dec 02 - 8:20pm,Dec 02 - 8:13pm,A3,Dec 02 - 9:20pm,Dec 02 - 9:20pm*,44H/T4
~~2737~~,orbitz,AA-3063-SLC-LAX,8:20pDec 2,8:13pDec 2,A3,9:16pDec 2,~~,44H
~~2738~~,weather,AA-3063-SLC-LAX,2011-12-02 08:20 PM,~~,,2011-12-02 09:20 PM,~~,
~~2739~~,ifly,AA-3063-SLC-LAX,2011-12-02 8:20 PM,2011-12-02 8:39 PM,,2011-12-02 9:20 PM,2011-12-02 9:20 PM (Estimated),
~~2740~~,usatoday,AA-3063-SLC-LAX,2011-12-02 08:20 PM,~~,,2011-12-02 09:20 PM,~~,
~~2741~~,mytripandmore,AA-3063-SLC-LAX,8:20pDec 2,8:13pDec 2,A3,9:16pDec 2,~~,44H
~~2742~~,flightwise,AA-3063-SLC-LAX,2011-12-02 08:20PM MST,2011-12-02 08:40PM MST,A3,2011-12-02 09:10PM PST,2011-12-02 09:09PM PST,44H
~~2743~~,flightarrival,AA-3063-SLC-LAX,,8:40 PMDec 02,,,9:12 PMDec 02,
~~2744~~,aa,AA-222-LAX-BOS,12/02/2011 07:10 AM,12/02/2011 07:29 AM,48A,12/02/2011 03:30 PM,12/02/2011 03:16 PM,B33
~~2745~~,flightexplorer,AA-222-LAX-BOS,,12/2/2011 7:30AM PST,,,12/2/2011 3:12PM EST,
~~2746~~,airtravelcenter,AA-222-LAX-BOS,,12/2/11 7:30 AM (-08:00),,,12/2/11 3:12 PM (-05:00),
~~2747~~,myrateplan,AA-222-LAX-BOS,,12/2/11 7:30 AM (-08:00),,,12/2/11 3:12 PM (-05:00),
~~2748~~,helloflight,AA-222-LAX-BOS,,12/2/11 7:30 AM (-08:00),,,12/2/11 3:12 PM (-05:00),
~~2749~~,flytecomm,AA-222-LAX-BOS,,12/2/11 7:30 AM (-08:00),,,12/2/11 3:12 PM (-05:00),
~~2750~~,flightaware,AA-222-LAX-BOS,2011-12-02 07:10AM PST,2011-12-02 07:30AM PST,48A,2011-12-02 02:55PM EST,2011-12-02 03:12PM EST,B33
~~2751~~,wunderground,AA-222-LAX-BOS,2011-12-02 07:10AM PST,2011-12-02 07:30AM PST,48A,2011-12-02 02:55PM EST,2011-12-02 03:12PM EST,B33
~~2752~~,flights,AA-222-LAX-BOS,07:10 AM  Fri 02-Dec-2011,07:29 AM  Fri 02-Dec-2011,48A,03:30 PM  Fri 02-Dec-2011,03:16 PM  Fri 02-Dec-2011,B33
~~2753~~,businesstravellogue,AA-222-LAX-BOS,07:10 AM  Fri 02-Dec-2011,07:29 AM  Fri 02-Dec-2011,48A,03:30 PM  Fri 02-Dec-2011,03:16 PM  Fri 02-Dec-2011,B33
~~2754~~,flylouisville,AA-222-LAX-BOS,07:10 AM  Fri 02-Dec-2011,07:29 AM  Fri 02-Dec-2011,48A,03:30 PM  Fri 02-Dec-2011,03:16 PM  Fri 02-Dec-2011,B33
~~2755~~,flightstats,AA-222-LAX-BOS,2011-12-02 7:10 AM,2011-12-02 7:29 AM,,2011-12-02 3:30 PM,2011-12-02 3:16 PM,
~~2756~~,quicktrip,AA-222-LAX-BOS,2011-12-02 7:10 AM,2011-12-02 7:29 AM,,2011-12-02 3:30 PM,2011-12-02 3:16 PM,
~~2757~~,world-flight-tracker,AA-222-LAX-BOS,2011-12-02 7:10 AM,2011-12-02 7:29 AM,,2011-12-02 3:30 PM,2011-12-02 3:16 PM,
~~2758~~,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,Terminal T4 - 48A,3:30 PM_ Dec 02,3:16 PM_ Dec 02,Terminal B - B33
~~2759~~,panynj,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,Terminal T4 - 48A,3:30 PM_ Dec 02,3:16 PM_ Dec 02,Terminal B - B33
~~2760~~,gofox,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,,3:30 PM_ Dec 02,3:16 PM_ Dec 02,
~~2761~~,foxbusiness,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,Terminal T4 - 48A,3:30 PM_ Dec 02,3:16 PM_ Dec 02,Terminal B - B33
~~2762~~,allegiantair,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,Terminal T4 - 48A,3:30 PM_ Dec 02,3:16 PM_ Dec 02,Terminal B - B33
~~2763~~,boston,AA-222-LAX-BOS,7:10 AM_ Dec 02,7:30 AM_ Dec 02,,3:30 PM_ Dec 02,3:11 PM_ Dec 02,
~~2764~~,travelocity,AA-222-LAX-BOS,Dec 02 - 7:10am,Dec 02 - 7:12am,48A/T4,Dec 02 - 3:30pm,Dec 02 - 3:16pm,B33
~~2765~~,orbitz,AA-222-LAX-BOS,7:10aDec 2,7:12aDec 2,48A,3:30pDec 2,3:16pDec 2,B33
~~2766~~,weather,AA-222-LAX-BOS,2011-12-02 07:10 AM,~~,,2011-12-02 03:30 PM,~~,
~~2767~~,usatoday,AA-222-LAX-BOS,2011-12-02 07:10 AM,~~,,2011-12-02 03:30 PM,~~,
~~2768~~,mytripandmore,AA-222-LAX-BOS,7:10aDec 2,7:12aDec 2,48A,3:30pDec 2,3:16pDec 2,B33
~~2769~~,flightwise,AA-222-LAX-BOS,2011-12-02 07:10AM PST,2011-12-02 07:30AM PST,48A,2011-12-02 02:55PM EST,2011-12-02 03:12PM EST,B33
~~2770~~,flightarrival,AA-222-LAX-BOS,2011-12-02 7:10 AM,2011-12-02 7:29 AM,,2011-12-02 3:30 PM,2011-12-02 3:16 PM,
~~2771~~,aa,AA-3468-CVG-MIA,12/02/2011 07:00 AM,12/02/2011 07:25 AM,~5~,12/02/2011 09:55 AM,12/02/2011 09:46 AM,D60
~~2772~~,flightexplorer,AA-3468-CVG-MIA,,12/2/2011 7:26AM EST,,,12/2/2011 9:36AM EST,
~~2773~~,airtravelcenter,AA-3468-CVG-MIA,,12/2/11 7:25 AM (-05:00),,,12/2/11 9:36 AM (-05:00),
~~2774~~,myrateplan,AA-3468-CVG-MIA,,12/2/11 7:25 AM (-05:00),,,12/2/11 9:36 AM (-05:00),
~~2775~~,helloflight,AA-3468-CVG-MIA,,12/2/11 7:25 AM (-05:00),,,12/2/11 9:36 AM (-05:00),
~~2776~~,flytecomm,AA-3468-CVG-MIA,,12/2/11 7:25 AM (-05:00),,,12/2/11 9:36 AM (-05:00),
~~2777~~,flightaware,AA-3468-CVG-MIA,2011-12-02 07:00AM EST,2011-12-02 07:25AM EST,~5~,2011-12-02 09:45AM EST,2011-12-02 09:36AM EST,D60
~~2778~~,wunderground,AA-3468-CVG-MIA,2011-12-02 07:00AM EST,2011-12-02 07:25AM EST,~5~,2011-12-02 09:45AM EST,2011-12-02 09:36AM EST,D60
~~2779~~,flights,AA-3468-CVG-MIA,07:00 AM  Fri 02-Dec-2011,07:25 AM  Fri 02-Dec-2011,~5~,09:55 AM  Fri 02-Dec-2011,09:46 AM  Fri 02-Dec-2011,D60
~~2780~~,businesstravellogue,AA-3468-CVG-MIA,07:00 AM  Fri 02-Dec-2011,07:25 AM  Fri 02-Dec-2011,~5~,09:55 AM  Fri 02-Dec-2011,09:46 AM  Fri 02-Dec-2011,D60
~~2781~~,flylouisville,AA-3468-CVG-MIA,07:00 AM  Fri 02-Dec-2011,07:25 AM  Fri 02-Dec-2011,~5~,09:55 AM  Fri 02-Dec-2011,09:46 AM  Fri 02-Dec-2011,D60
~~2782~~,flightstats,AA-3468-CVG-MIA,2011-12-02 7:00 AM,2011-12-02 7:25 AM,,2011-12-02 9:55 AM,2011-12-02 9:46 AM,
~~2783~~,quicktrip,AA-3468-CVG-MIA,2011-12-02 7:00 AM,2011-12-02 7:25 AM,,2011-12-02 9:55 AM,2011-12-02 9:46 AM,
~~2784~~,world-flight-tracker,AA-3468-CVG-MIA,2011-12-02 7:00 AM,2011-12-02 7:25 AM,,2011-12-02 9:55 AM,2011-12-02 9:46 AM,
~~2785~~,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 02,7:26 AM_ Dec 02,Terminal 2,9:55 AM_ Dec 02,9:46 AM_ Dec 02,Terminal D - D60
~~2786~~,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 02,7:26 AM_ Dec 02,Terminal 2,9:55 AM_ Dec 02,9:46 AM_ Dec 02,Terminal D - D60
~~2787~~,gofox,AA-3468-CVG-MIA,7:00 AM_ Dec 02,7:26 AM_ Dec 02,,9:55 AM_ Dec 02,9:46 AM_ Dec 02,
~~2788~~,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 02,7:26 AM_ Dec 02,Terminal 2,9:55 AM_ Dec 02,9:46 AM_ Dec 02,Terminal D - D60
